author;coverPicFileName;Image-URL-M;description;isbn;language;numOfPages;price;publishDate;publisher;title;Image-URL-L;Year-Of-Publication
J. K. Rowling;;http://images.amazon.com/images/P/0590353403.01.MZZZZZZZ.jpg;;590353403;;;;;Scholastic;Harry Potter and the Sorcerer's Stone (Book 1);http://images.amazon.com/images/P/0590353403.01.LZZZZZZZ.jpg;1998
Morgan Llywelyn;;http://images.amazon.com/images/P/0671877283.01.MZZZZZZZ.jpg;;671877283;;;;;Baen;Silverlight: The Arcana, Book II (Arcana/Morgan Llywelyn, Bk 2);http://images.amazon.com/images/P/0671877283.01.LZZZZZZZ.jpg;1996
Ernst Friedrich;;http://images.amazon.com/images/P/0941104184.01.MZZZZZZZ.jpg;;941104184;;;;;Real Comet Press;War Against War;http://images.amazon.com/images/P/0941104184.01.LZZZZZZZ.jpg;1987
Neal Stephenson;;http://images.amazon.com/images/P/0380815931.01.MZZZZZZZ.jpg;;380815931;;;;;Perennial;In the Beginning...was the Command Line;http://images.amazon.com/images/P/0380815931.01.LZZZZZZZ.jpg;1999
Bruce K. Grant;;http://images.amazon.com/images/P/0930878132.01.MZZZZZZZ.jpg;;930878132;;;;;Weatherhill Inc.;Guide to Korean Characters: Reading and Writing Hangul and Hanja;http://images.amazon.com/images/P/0930878132.01.LZZZZZZZ.jpg;1987
Sherman Wilcox;;http://images.amazon.com/images/P/0932130097.01.MZZZZZZZ.jpg;;932130097;;;;;Linstok Press, Incorporated;American Deaf Culture: An Anthology;http://images.amazon.com/images/P/0932130097.01.LZZZZZZZ.jpg;1989
Dan Brown;;http://images.amazon.com/images/P/0312263120.01.MZZZZZZZ.jpg;;312263120;;;;;St. Martin's Griffin;Digital Fortress : A Thriller;http://images.amazon.com/images/P/0312263120.01.LZZZZZZZ.jpg;2000
Michael Moore;;http://images.amazon.com/images/P/0446532231.01.MZZZZZZZ.jpg;;446532231;;;;;Warner Books;Dude, Where's My Country?;http://images.amazon.com/images/P/0446532231.01.LZZZZZZZ.jpg;2003
W. Y. Evans-Wentz;;http://images.amazon.com/images/P/0806511605.01.MZZZZZZZ.jpg;;806511605;;;;;Citadel Press;Fairy-Faith in Celtic Countries (Library of the Mystic Arts);http://images.amazon.com/images/P/0806511605.01.LZZZZZZZ.jpg;1990
Fiona Horne;;http://images.amazon.com/images/P/0007103999.01.MZZZZZZZ.jpg;;7103999;;;;;Thorsons Publishers;Witch;http://images.amazon.com/images/P/0007103999.01.LZZZZZZZ.jpg;2001
Morgan Llywelyn;;http://images.amazon.com/images/P/0671877143.01.MZZZZZZZ.jpg;;671877143;;;;;Baen;SILVERHAND: ARCANA BOOK I (Llywelyn, Morgan. Arcana, Bk. 1.);http://images.amazon.com/images/P/0671877143.01.LZZZZZZZ.jpg;1996
Tanya Huff;;http://images.amazon.com/images/P/0886777844.01.MZZZZZZZ.jpg;;886777844;;;;;Daw Books;Summon the Keeper;http://images.amazon.com/images/P/0886777844.01.LZZZZZZZ.jpg;1998
Douglas Monroe;;http://images.amazon.com/images/P/0875424961.01.MZZZZZZZ.jpg;;875424961;;;;;Llewellyn Publications;The 21 Lessons of Merlyn: A Study in Druid Magic and Lore;http://images.amazon.com/images/P/0875424961.01.LZZZZZZZ.jpg;1992
Mary Coddington;;http://images.amazon.com/images/P/089281313X.01.MZZZZZZZ.jpg;;089281313X;;;;;Healing Art Press;Seekers of the Healing Energy: Reich, Cayce, the Kahunas, and Other Masters of the Vital Force;http://images.amazon.com/images/P/089281313X.01.LZZZZZZZ.jpg;1991
Draja Mickaharic;;http://images.amazon.com/images/P/0877285314.01.MZZZZZZZ.jpg;;877285314;;;;;Weiser Books;Spiritual Cleansing: A Handbook of Psychic Protection;http://images.amazon.com/images/P/0877285314.01.LZZZZZZZ.jpg;1989
Robert Jordan;;http://images.amazon.com/images/P/0765341840.01.MZZZZZZZ.jpg;;765341840;;;;;Starscape;From The Two Rivers : The Eye of the World, Book 1 (Wheel of Time (Starscape));http://images.amazon.com/images/P/0765341840.01.LZZZZZZZ.jpg;2002
Teresa Edgerton;;http://images.amazon.com/images/P/0380789116.01.MZZZZZZZ.jpg;;380789116;;;;;Eos;The Queen's Necklace;http://images.amazon.com/images/P/0380789116.01.LZZZZZZZ.jpg;2001
Gustave Flaubert;;http://images.amazon.com/images/P/2877141667.01.MZZZZZZZ.jpg;;2877141667;;;;;Bookking International;L'Education Sentimenntale (World Classics);http://images.amazon.com/images/P/2877141667.01.LZZZZZZZ.jpg;2000
Philip Gourevitch;;http://images.amazon.com/images/P/0312243359.01.MZZZZZZZ.jpg;;312243359;;;;;Picador USA;We Wish to Inform You That Tomorrow We Will be Killed With Our Families: Stories from Rwanda;http://images.amazon.com/images/P/0312243359.01.LZZZZZZZ.jpg;1999
Nancy Huston;;http://images.amazon.com/images/P/2742702458.01.MZZZZZZZ.jpg;;2742702458;;;;;Actes Sud;La Virevolte;http://images.amazon.com/images/P/2742702458.01.LZZZZZZZ.jpg;1999
P.D. James;;http://images.amazon.com/images/P/2253182389.01.MZZZZZZZ.jpg;;2253182389;;;;;Le Livre de Poche;Meurtres en soutane;http://images.amazon.com/images/P/2253182389.01.LZZZZZZZ.jpg;2003
Myla Goldberg;;http://images.amazon.com/images/P/0385498802.01.MZZZZZZZ.jpg;;385498802;;;;;Anchor Books/Doubleday;Bee Season: A Novel;http://images.amazon.com/images/P/0385498802.01.LZZZZZZZ.jpg;2001
Mary Karr;;http://images.amazon.com/images/P/0141002077.01.MZZZZZZZ.jpg;;141002077;;;;;Penguin Books;Cherry: A Memoir;http://images.amazon.com/images/P/0141002077.01.LZZZZZZZ.jpg;2001
RAYMOND CHANDLER;;http://images.amazon.com/images/P/0394757653.01.MZZZZZZZ.jpg;;394757653;;;;;Vintage;The Simple Art of Murder (Vintage Crime);http://images.amazon.com/images/P/0394757653.01.LZZZZZZZ.jpg;1988
Steve Alten;;http://images.amazon.com/images/P/0812579569.01.MZZZZZZZ.jpg;;812579569;;;;;Tor Books;Domain;http://images.amazon.com/images/P/0812579569.01.LZZZZZZZ.jpg;2002
Robert Asprin;;http://images.amazon.com/images/P/0898655293.01.MZZZZZZZ.jpg;;898655293;;;;;Donning Company Publishers;Myth-Nomers and Im-Pervections;http://images.amazon.com/images/P/0898655293.01.LZZZZZZZ.jpg;1987
Dave Barry;;http://images.amazon.com/images/P/0449904628.01.MZZZZZZZ.jpg;;449904628;;;;;Ballantine Books;Dave Barry Slept Here: A Sort of History of the United States;http://images.amazon.com/images/P/0449904628.01.LZZZZZZZ.jpg;1990
Smithmark Publishing;;http://images.amazon.com/images/P/0831750065.01.MZZZZZZZ.jpg;;831750065;;;;;Smithmark Pub;In Praise of Cats;http://images.amazon.com/images/P/0831750065.01.LZZZZZZZ.jpg;1992
Nalo Hopkinson;;http://images.amazon.com/images/P/0446674338.01.MZZZZZZZ.jpg;;446674338;;;;;Warner Books;Brown Girl in the Ring;http://images.amazon.com/images/P/0446674338.01.LZZZZZZZ.jpg;1998
Cynthia Voigt;;http://images.amazon.com/images/P/0449702936.01.MZZZZZZZ.jpg;;449702936;;;;;Fawcett Books;Sons from Afar;http://images.amazon.com/images/P/0449702936.01.LZZZZZZZ.jpg;1988
Cynthia Voigt;;http://images.amazon.com/images/P/0449702146.01.MZZZZZZZ.jpg;;449702146;;;;;Fawcett Books;Izzy, Willy-Nilly;http://images.amazon.com/images/P/0449702146.01.LZZZZZZZ.jpg;1991
Cynthia Voigt;;http://images.amazon.com/images/P/0449701301.01.MZZZZZZZ.jpg;;449701301;;;;;Fawcett Books;Building Blocks;http://images.amazon.com/images/P/0449701301.01.LZZZZZZZ.jpg;1985
Cynthia Voigt;;http://images.amazon.com/images/P/0449703347.01.MZZZZZZZ.jpg;;449703347;;;;;Fawcett Books;Tree by Leaf;http://images.amazon.com/images/P/0449703347.01.LZZZZZZZ.jpg;1995
Cynthia Voigt;;http://images.amazon.com/images/P/0590477323.01.MZZZZZZZ.jpg;;590477323;;;;;Scholastic;Building Blocks (Point);http://images.amazon.com/images/P/0590477323.01.LZZZZZZZ.jpg;1994
Cynthia Voigt;;http://images.amazon.com/images/P/0449701875.01.MZZZZZZZ.jpg;;449701875;;;;;Fawcett Books;Jackaroo;http://images.amazon.com/images/P/0449701875.01.LZZZZZZZ.jpg;1989
Cynthia Voigt;;http://images.amazon.com/images/P/0590471570.01.MZZZZZZZ.jpg;;590471570;;;;;Scholastic;A Solitary Blue (Point);http://images.amazon.com/images/P/0590471570.01.LZZZZZZZ.jpg;1993
Cynthia Voigt;;http://images.amazon.com/images/P/0449702545.01.MZZZZZZZ.jpg;;449702545;;;;;Fawcett Books;Homecoming;http://images.amazon.com/images/P/0449702545.01.LZZZZZZZ.jpg;1990
Barbara Gowdy;;http://images.amazon.com/images/P/0156005778.01.MZZZZZZZ.jpg;;156005778;;;;;Harvest Books;Mister Sandman (Harvest Book);http://images.amazon.com/images/P/0156005778.01.LZZZZZZZ.jpg;1998
Alice Munro;;http://images.amazon.com/images/P/0375727434.01.MZZZZZZZ.jpg;;375727434;;;;;Vintage;Hateship, Friendship, Courtship, Loveship, Marriage : Stories;http://images.amazon.com/images/P/0375727434.01.LZZZZZZZ.jpg;2002
Catherine Gildiner;;http://images.amazon.com/images/P/1550223968.01.MZZZZZZZ.jpg;;1550223968;;;;;Independent Pub Group;Too Close to the Falls: A Memoir;http://images.amazon.com/images/P/1550223968.01.LZZZZZZZ.jpg;1999
Emma McLaughlin;;http://images.amazon.com/images/P/0312291639.01.MZZZZZZZ.jpg;;312291639;;;;;St. Martin's Griffin;The Nanny Diaries: A Novel;http://images.amazon.com/images/P/0312291639.01.LZZZZZZZ.jpg;2003
Oscar Wilde;;http://images.amazon.com/images/P/014043187X.01.MZZZZZZZ.jpg;;014043187X;;;;;Penguin Books;The Picture of Dorian Gray (Penguin Classic);http://images.amazon.com/images/P/014043187X.01.LZZZZZZZ.jpg;1985
Dean R. Koontz;;http://images.amazon.com/images/P/0425101452.01.MZZZZZZZ.jpg;;425101452;;;;;Berkley Publishing Group;Phantoms;http://images.amazon.com/images/P/0425101452.01.LZZZZZZZ.jpg;1996
William Wilkie Collins;;http://images.amazon.com/images/P/0192816489.01.MZZZZZZZ.jpg;;192816489;;;;;Oxford University Press;No Name (World's Classics);http://images.amazon.com/images/P/0192816489.01.LZZZZZZZ.jpg;1987
Sharlee Dieguez;;http://images.amazon.com/images/P/189251415X.01.MZZZZZZZ.jpg;;189251415X;;;;;Guernica Editions;The Bearded Lady;http://images.amazon.com/images/P/189251415X.01.LZZZZZZZ.jpg;1999
Stella Gibbons;;http://images.amazon.com/images/P/014018869X.01.MZZZZZZZ.jpg;;014018869X;;;;;Penguin Books;Cold Comfort Farm;http://images.amazon.com/images/P/014018869X.01.LZZZZZZZ.jpg;1995
Maurice A. Williams;;http://images.amazon.com/images/P/1401068049.01.MZZZZZZZ.jpg;;1401068049;;;;;Xlibris Corporation;Revelation and the Fall of Judea;http://images.amazon.com/images/P/1401068049.01.LZZZZZZZ.jpg;2002
Fred Uhlman;;http://images.amazon.com/images/P/2070374637.01.MZZZZZZZ.jpg;;2070374637;;;;;Gallimard;L'Ami retrouvÃ?Â©;http://images.amazon.com/images/P/2070374637.01.LZZZZZZZ.jpg;1983
Matthew Pearl;;http://images.amazon.com/images/P/0375505296.01.MZZZZZZZ.jpg;;375505296;;;;;Random House;The Dante Club : A Novel;http://images.amazon.com/images/P/0375505296.01.LZZZZZZZ.jpg;2003
Arno Gruen;;http://images.amazon.com/images/P/3423350024.01.MZZZZZZZ.jpg;;3423350024;;;;;Dtv;Der Wahnsinn der NormalitÃ?Â¤t.;http://images.amazon.com/images/P/3423350024.01.LZZZZZZZ.jpg;1989
Noah benShea;;http://images.amazon.com/images/P/034536662X.01.MZZZZZZZ.jpg;;034536662X;;;;;Ballantine Books;Jacob the Baker: Gentle Wisdom For a Complicated World;http://images.amazon.com/images/P/034536662X.01.LZZZZZZZ.jpg;1990
TOM ROBBINS;;http://images.amazon.com/images/P/0553348981.01.MZZZZZZZ.jpg;;553348981;;;;;Bantam;Jitterbug Perfume;http://images.amazon.com/images/P/0553348981.01.LZZZZZZZ.jpg;1990
Elliot Snow;;http://images.amazon.com/images/P/0486251772.01.MZZZZZZZ.jpg;;486251772;;;;;Dover Publications;Adventures at Sea in the Great Age of Sail: Five Firsthand Narratives;http://images.amazon.com/images/P/0486251772.01.LZZZZZZZ.jpg;1986
Judith Michael;;http://images.amazon.com/images/P/0671541013.01.MZZZZZZZ.jpg;;671541013;;;;;Pocket;POSSESSIONS;http://images.amazon.com/images/P/0671541013.01.LZZZZZZZ.jpg;1985
Frank McCourt;;http://images.amazon.com/images/P/0684874350.01.MZZZZZZZ.jpg;;684874350;;;;;Scribner;ANGELA'S ASHES;http://images.amazon.com/images/P/0684874350.01.LZZZZZZZ.jpg;1996
Patricia Sprinkle;;http://images.amazon.com/images/P/0451207580.01.MZZZZZZZ.jpg;;451207580;;;;;Signet Book;Who Left That Body in the Rain? (Thoroughly Southern Mysteries);http://images.amazon.com/images/P/0451207580.01.LZZZZZZZ.jpg;2002
James Patterson;;http://images.amazon.com/images/P/0446611212.01.MZZZZZZZ.jpg;;446611212;;;;;Warner Vision;Violets Are Blue;http://images.amazon.com/images/P/0446611212.01.LZZZZZZZ.jpg;2002
Carolyn Parkhurst;;http://images.amazon.com/images/P/0316168688.01.MZZZZZZZ.jpg;;316168688;;;;;Little, Brown;The Dogs of Babel (Today Show Book Club #12);http://images.amazon.com/images/P/0316168688.01.LZZZZZZZ.jpg;2003
Toni Morrison;;http://images.amazon.com/images/P/0452264790.01.MZZZZZZZ.jpg;;452264790;;;;;Plume Books;Tar Baby;http://images.amazon.com/images/P/0452264790.01.LZZZZZZZ.jpg;1987
Anthony Bourdain;;http://images.amazon.com/images/P/0679448802.01.MZZZZZZZ.jpg;;679448802;;;;;Random House Inc;Gone Bamboo;http://images.amazon.com/images/P/0679448802.01.LZZZZZZZ.jpg;1997
Lyn Hamilton;;http://images.amazon.com/images/P/0425189082.01.MZZZZZZZ.jpg;;425189082;;;;;Berkley Publishing Group;The Etruscan Chimera (Archaeological Mystery);http://images.amazon.com/images/P/0425189082.01.LZZZZZZZ.jpg;2003
David Chase;;http://images.amazon.com/images/P/1566492785.01.MZZZZZZZ.jpg;;1566492785;;;;;Carhil Ventures, LLC;The Tao of Bada Bing: Words of Wisdom from the Sopranos;http://images.amazon.com/images/P/1566492785.01.LZZZZZZZ.jpg;2003
Frederick S. Perls;;http://images.amazon.com/images/P/0553254456.01.MZZZZZZZ.jpg;;553254456;;;;;Bantam Books;Gestalt Therapy;http://images.amazon.com/images/P/0553254456.01.LZZZZZZZ.jpg;1983
Elula Perrin;;http://images.amazon.com/images/P/0553130250.01.MZZZZZZZ.jpg;;553130250;;;;;Bantam Books;Women Prefer Women;http://images.amazon.com/images/P/0553130250.01.LZZZZZZZ.jpg;1980
R.A. Salvatore;;http://images.amazon.com/images/P/0451451279.01.MZZZZZZZ.jpg;;451451279;;;;;New Amer Library;The Witch's Daughter;http://images.amazon.com/images/P/0451451279.01.LZZZZZZZ.jpg;1991
Jessica Amanda Salmonson;;http://images.amazon.com/images/P/0441816533.01.MZZZZZZZ.jpg;;441816533;;;;;Ace Books;Tomoe Gozen;http://images.amazon.com/images/P/0441816533.01.LZZZZZZZ.jpg;1984
Jessica Salmonson;;http://images.amazon.com/images/P/0879977361.01.MZZZZZZZ.jpg;;879977361;;;;;DAW Books;Amazons II;http://images.amazon.com/images/P/0879977361.01.LZZZZZZZ.jpg;1982
Diane Carey;;http://images.amazon.com/images/P/0671002384.01.MZZZZZZZ.jpg;;671002384;;;;;Star Trek;Ancient Blood:  Day of Honor #1 (Star Trek The Next Generation);http://images.amazon.com/images/P/0671002384.01.LZZZZZZZ.jpg;1997
Geraldine Thorsten;;http://images.amazon.com/images/P/0380561433.01.MZZZZZZZ.jpg;;380561433;;;;;Harper Mass Market Paperbacks (Mm);God Herself: Feminine Roots of Astrology;http://images.amazon.com/images/P/0380561433.01.LZZZZZZZ.jpg;1981
Jurt W. Donsbach;;http://images.amazon.com/images/P/0879831227.01.MZZZZZZZ.jpg;;879831227;;;;;McGraw-Hill;Preventive Organic Medicine (Pivot Health Book);http://images.amazon.com/images/P/0879831227.01.LZZZZZZZ.jpg;1976
Robin Cook;;http://images.amazon.com/images/P/0425155943.01.MZZZZZZZ.jpg;;425155943;;;;;Berkley Publishing Group;Contagion;http://images.amazon.com/images/P/0425155943.01.LZZZZZZZ.jpg;1998
Rita Mae Brown;;http://images.amazon.com/images/P/0553240307.01.MZZZZZZZ.jpg;;553240307;;;;;Bantam Doubleday Dell;Sudden Death;http://images.amazon.com/images/P/0553240307.01.LZZZZZZZ.jpg;1984
Bernhard Schlink;;http://images.amazon.com/images/P/3257229534.01.MZZZZZZZ.jpg;;3257229534;;;;;Diogenes Verlag AG;Der Vorleser;http://images.amazon.com/images/P/3257229534.01.LZZZZZZZ.jpg;1999
Robert Silverberg;;http://images.amazon.com/images/P/0553144286.01.MZZZZZZZ.jpg;;553144286;;;;;Bantam Books;Lord Valentine's castle;http://images.amazon.com/images/P/0553144286.01.LZZZZZZZ.jpg;1981
JOHN GRISHAM;;http://images.amazon.com/images/P/0440241537.01.MZZZZZZZ.jpg;;440241537;;;;;Dell;The King of Torts;http://images.amazon.com/images/P/0440241537.01.LZZZZZZZ.jpg;2003
Anne Rice;;http://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg;;034538475X;;;;;Ballantine Books;The Tale of the Body Thief (Vampire Chronicles (Paperback));http://images.amazon.com/images/P/034538475X.01.LZZZZZZZ.jpg;1993
Kristine Kathryn Rusch;;http://images.amazon.com/images/P/0671004247.01.MZZZZZZZ.jpg;;671004247;;;;;Star Trek;Treaty's Law (Star Trek: Day of Honor, Book 4);http://images.amazon.com/images/P/0671004247.01.LZZZZZZZ.jpg;1997
Michael Jan Friedman;;http://images.amazon.com/images/P/0671002406.01.MZZZZZZZ.jpg;;671002406;;;;;Star Trek;Her Klingon Soul (Star Trek Voyager: Day of Honor, Book 3);http://images.amazon.com/images/P/0671002406.01.LZZZZZZZ.jpg;1997
L. A. Graf;;http://images.amazon.com/images/P/0671006754.01.MZZZZZZZ.jpg;;671006754;;;;;Star Trek;Armageddon Sky (Star Trek Deep Space Nine: Day of Honor, Book 2);http://images.amazon.com/images/P/0671006754.01.LZZZZZZZ.jpg;1997
David Brin;;http://images.amazon.com/images/P/055327418X.01.MZZZZZZZ.jpg;;055327418X;;;;;Spectra Books;Startide Rising (The Uplift Saga, Book 2);http://images.amazon.com/images/P/055327418X.01.LZZZZZZZ.jpg;1993
Dave Barry;;http://images.amazon.com/images/P/0345419995.01.MZZZZZZZ.jpg;;345419995;;;;;Ballantine Books;Dave Barry's Greatest Hits;http://images.amazon.com/images/P/0345419995.01.LZZZZZZZ.jpg;1997
Martina Navratilova;;http://images.amazon.com/images/P/0345388674.01.MZZZZZZZ.jpg;;345388674;;;;;Fawcett Books;The Total Zone (Jordan Myles Mysteries);http://images.amazon.com/images/P/0345388674.01.LZZZZZZZ.jpg;1995
Peter Lear;;http://images.amazon.com/images/P/0345277937.01.MZZZZZZZ.jpg;;345277937;;;;;Ballantine Books;GOLDENGIRL;http://images.amazon.com/images/P/0345277937.01.LZZZZZZZ.jpg;1979
Marta Randall;;http://images.amazon.com/images/P/0671824171.01.MZZZZZZZ.jpg;;671824171;;;;;Pocket;DANGEROUS GAMES;http://images.amazon.com/images/P/0671824171.01.LZZZZZZZ.jpg;1980
Michael Reaves;;http://images.amazon.com/images/P/0441354955.01.MZZZZZZZ.jpg;;441354955;;;;;Grosset &amp Dunlap;I, alien : a novel;http://images.amazon.com/images/P/0441354955.01.LZZZZZZZ.jpg;1978
Jo Clayton;;http://images.amazon.com/images/P/0879977981.01.MZZZZZZZ.jpg;;879977981;;;;;New American Library;Moonscatter;http://images.amazon.com/images/P/0879977981.01.LZZZZZZZ.jpg;1985
H. Beam Piper;;http://images.amazon.com/images/P/0441239196.01.MZZZZZZZ.jpg;;441239196;;;;;Ace Books;First Cycle;http://images.amazon.com/images/P/0441239196.01.LZZZZZZZ.jpg;1982
Frederik Pohl;;http://images.amazon.com/images/P/0671822845.01.MZZZZZZZ.jpg;;671822845;;;;;Pocket;STARCHILD TRILOGY;http://images.amazon.com/images/P/0671822845.01.LZZZZZZZ.jpg;1978
Nick Pollotta;;http://images.amazon.com/images/P/0880387157.01.MZZZZZZZ.jpg;;880387157;;;;;Wizards of the Coast;Illegal Aliens (Tsr Books);http://images.amazon.com/images/P/0880387157.01.LZZZZZZZ.jpg;1989
Michael Peak;;http://images.amazon.com/images/P/0451163036.01.MZZZZZZZ.jpg;;451163036;;;;;Roc;Cat House;http://images.amazon.com/images/P/0451163036.01.LZZZZZZZ.jpg;1992
Anne Morrow Lindbergh;;http://images.amazon.com/images/P/0394718224.01.MZZZZZZZ.jpg;;394718224;;;;;Vintage Books;The unicorn and other poems, 1935-1955;http://images.amazon.com/images/P/0394718224.01.LZZZZZZZ.jpg;1972
James Tiptree Jr.;;http://images.amazon.com/images/P/0345280229.01.MZZZZZZZ.jpg;;345280229;;;;;Del Rey Books;Warm Worlds and Otherwise;http://images.amazon.com/images/P/0345280229.01.LZZZZZZZ.jpg;1979
Denning &amp Phillips;;http://images.amazon.com/images/P/0875421989.01.MZZZZZZZ.jpg;;875421989;;;;;Llewellyn Pubns;The Magick of the Tarot (The Llewellyn Practical Guides);http://images.amazon.com/images/P/0875421989.01.LZZZZZZZ.jpg;1993
Craig Junjulas;;http://images.amazon.com/images/P/087100240X.01.MZZZZZZZ.jpg;;087100240X;;;;;Morgan &amp Morgan, Inc.;Psychic Tarot: Illustrated with the Aquarian Tarot Deck;http://images.amazon.com/images/P/087100240X.01.LZZZZZZZ.jpg;1985
Jan Woudhuysen;;http://images.amazon.com/images/P/0874771412.01.MZZZZZZZ.jpg;;874771412;;;;;distributed by Houghton Mifflin;Tarot therapy: A guide to the subconscious;http://images.amazon.com/images/P/0874771412.01.LZZZZZZZ.jpg;1980
Tad Williams;;http://images.amazon.com/images/P/0886777631.01.MZZZZZZZ.jpg;;886777631;;;;;Daw Books;City of Golden Shadow (Otherland, Volume 1);http://images.amazon.com/images/P/0886777631.01.LZZZZZZZ.jpg;1998
Dean R. Koontz;;http://images.amazon.com/images/P/0425098648.01.MZZZZZZZ.jpg;;425098648;;;;;Berkley Publishing Group;Night Chills;http://images.amazon.com/images/P/0425098648.01.LZZZZZZZ.jpg;1996
Stephen Smoke;;http://images.amazon.com/images/P/0061008427.01.MZZZZZZZ.jpg;;61008427;;;;;Harper Mass Market Paperbacks (Mm);Pacific Blues;http://images.amazon.com/images/P/0061008427.01.LZZZZZZZ.jpg;1996
